Obstacle-20x20-A13_T3-191.map,16.222150372341275,965715,1877904,5,CurrentSolver.SSP
Obstacle-20x20-A13_T3-033.map,11.465447593480349,709239,1378620,2,CurrentSolver.SSP
Obstacle-20x20-A13_T3-193.map,23.976573032326996,1103164,2139340,7,CurrentSolver.SSP
Obstacle-20x20-A13_T3-016.map,8.728640401735902,624045,1217151,4,CurrentSolver.SSP
Obstacle-20x20-A13_T3-037.map,12.343203088268638,748387,1454785,5,CurrentSolver.SSP
Obstacle-20x20-A13_T3-042.map,16.3285756399855,563905,1095640,16,CurrentSolver.SSP
Obstacle-20x20-A13_T3-004.map,11.730512644164264,801836,1554617,4,CurrentSolver.SSP
Obstacle-20x20-A13_T3-155.map,12.196361159905791,958536,1868469,1,CurrentSolver.SSP
Obstacle-20x20-A13_T3-176.map,5.022883934900165,451059,877569,1,CurrentSolver.SSP
Obstacle-20x20-A13_T3-183.map,9.868037451058626,790647,1534260,1,CurrentSolver.SSP
Obstacle-20x20-A13_T3-195.map,15.43728842958808,705633,1371498,6,CurrentSolver.SSP
Obstacle-20x20-A13_T3-053.map,11.311318694613874,694206,1351677,6,CurrentSolver.SSP
Obstacle-20x20-A13_T3-158.map,22.85636975057423,1002795,1953033,9,CurrentSolver.SSP
Obstacle-20x20-A13_T3-124.map,15.929826424457133,1066401,2079720,3,CurrentSolver.SSP
Obstacle-20x20-A13_T3-091.map,7.3403574321419,595420,1158004,2,CurrentSolver.SSP
Obstacle-20x20-A13_T3-199.map,20.622728402726352,813357,1578360,7,CurrentSolver.SSP
Obstacle-20x20-A13_T3-070.map,9.720110798254609,683616,1326240,2,CurrentSolver.SSP
Obstacle-20x20-A13_T3-127.map,10.913745932281017,833253,1619286,1,CurrentSolver.SSP
Obstacle-20x20-A13_T3-035.map,5.724568635225296,453723,882504,1,CurrentSolver.SSP
Obstacle-20x20-A13_T3-022.map,75.6389208836481,981960,1907325,35,CurrentSolver.SSP
Obstacle-20x20-A13_T3-109.map,13.214352639392018,491074,956500,11,CurrentSolver.SSP
Obstacle-20x20-A13_T3-069.map,12.26327508315444,738963,1439478,4,CurrentSolver.SSP
Obstacle-20x20-A13_T3-041.map,13.036428028717637,732037,1427743,4,CurrentSolver.SSP
Obstacle-20x20-A13_T3-139.map,8.090156889520586,577516,1120705,2,CurrentSolver.SSP
Obstacle-20x20-A13_T3-182.map,53.97415275219828,2077818,4043265,25,CurrentSolver.SSP
Obstacle-20x20-A13_T3-184.map,22.691383570432663,1062729,2066040,5,CurrentSolver.SSP
Obstacle-20x20-A13_T3-074.map,6.860970991663635,547566,1066464,0,CurrentSolver.SSP
Obstacle-20x20-A13_T3-111.map,22.573860574513674,1237858,2396590,7,CurrentSolver.SSP
Obstacle-20x20-A13_T3-025.map,39.30989620927721,961839,1861728,20,CurrentSolver.SSP
Obstacle-20x20-A13_T3-192.map,11.363507762551308,764271,1492746,3,CurrentSolver.SSP
Obstacle-20x20-A13_T3-132.map,8.041221507824957,512872,997033,4,CurrentSolver.SSP
Obstacle-20x20-A13_T3-181.map,7.044960503466427,522174,1012770,2,CurrentSolver.SSP
Obstacle-20x20-A13_T3-045.map,16.733257919549942,1059805,2054884,2,CurrentSolver.SSP
Obstacle-20x20-A13_T3-008.map,29.05711644794792,807498,1576800,20,CurrentSolver.SSP
Obstacle-20x20-A13_T3-107.map,10.938924782909453,643965,1253064,3,CurrentSolver.SSP
Obstacle-20x20-A13_T3-018.map,17.53676759917289,1074249,2092662,2,CurrentSolver.SSP
Obstacle-20x20-A13_T3-154.map,23.47157404012978,1082685,2099823,7,CurrentSolver.SSP
Obstacle-20x20-A13_T3-067.map,,,,,CurrentSolver.SSP
Obstacle-20x20-A13_T3-087.map,21.65598446968943,1230949,2394016,5,CurrentSolver.SSP
Obstacle-20x20-A13_T3-060.map,20.053910023532808,767040,1493700,12,CurrentSolver.SSP
Obstacle-20x20-A13_T3-100.map,6.148059422150254,439590,856440,1,CurrentSolver.SSP
Obstacle-20x20-A13_T3-079.map,31.792881875298917,788331,1536645,15,CurrentSolver.SSP
Obstacle-20x20-A13_T3-052.map,12.267397288233042,710725,1380100,6,CurrentSolver.SSP
Obstacle-20x20-A13_T3-153.map,18.758423537947237,1210398,2358648,4,CurrentSolver.SSP
Obstacle-20x20-A13_T3-010.map,8.762025606818497,653445,1267728,2,CurrentSolver.SSP
Obstacle-20x20-A13_T3-194.map,13.550958980806172,726927,1409226,4,CurrentSolver.SSP
Obstacle-20x20-A13_T3-178.map,8.067128560505807,588067,1146370,3,CurrentSolver.SSP
Obstacle-20x20-A13_T3-142.map,30.129578500054777,1591397,3088352,5,CurrentSolver.SSP
Obstacle-20x20-A13_T3-096.map,10.220997983589768,721460,1399622,4,CurrentSolver.SSP
Obstacle-20x20-A13_T3-015.map,6.705579986795783,548838,1063584,1,CurrentSolver.SSP
Obstacle-20x20-A13_T3-151.map,31.777169198729098,789614,1537022,17,CurrentSolver.SSP
Obstacle-20x20-A13_T3-097.map,9.456693329848349,620005,1204840,6,CurrentSolver.SSP
Obstacle-20x20-A13_T3-146.map,6.097100866958499,499244,968840,1,CurrentSolver.SSP
Obstacle-20x20-A13_T3-117.map,20.577754161320627,932074,1817350,6,CurrentSolver.SSP
Obstacle-20x20-A13_T3-138.map,11.111969891935587,665416,1298050,2,CurrentSolver.SSP
Obstacle-20x20-A13_T3-108.map,11.336578452028334,871065,1690011,1,CurrentSolver.SSP
Obstacle-20x20-A13_T3-080.map,20.660924502648413,1209513,2357127,4,CurrentSolver.SSP
Obstacle-20x20-A13_T3-179.map,22.43423281889409,883826,1716527,12,CurrentSolver.SSP
Obstacle-20x20-A13_T3-013.map,9.414608700200915,710911,1378564,1,CurrentSolver.SSP
Obstacle-20x20-A13_T3-166.map,19.496723965741694,825965,1603172,7,CurrentSolver.SSP
Obstacle-20x20-A13_T3-187.map,9.560283881612122,658965,1282848,3,CurrentSolver.SSP
Obstacle-20x20-A13_T3-039.map,12.518462158739567,682877,1327550,4,CurrentSolver.SSP
Obstacle-20x20-A13_T3-014.map,15.443552801385522,898821,1758240,7,CurrentSolver.SSP
Obstacle-20x20-A13_T3-188.map,11.527912392280996,873105,1696524,2,CurrentSolver.SSP
Obstacle-20x20-A13_T3-105.map,25.922201374545693,1217529,2372763,8,CurrentSolver.SSP
Obstacle-20x20-A13_T3-102.map,15.42290814127773,709532,1382348,9,CurrentSolver.SSP
Obstacle-20x20-A13_T3-114.map,12.375071786344051,774549,1503438,2,CurrentSolver.SSP
Obstacle-20x20-A13_T3-046.map,20.16049913316965,958548,1862601,8,CurrentSolver.SSP
Obstacle-20x20-A13_T3-088.map,10.489423526450992,724564,1405378,3,CurrentSolver.SSP
Obstacle-20x20-A13_T3-017.map,,,,,CurrentSolver.SSP
Obstacle-20x20-A13_T3-137.map,24.775241590104997,993709,1934464,10,CurrentSolver.SSP
Obstacle-20x20-A13_T3-131.map,14.096381957642734,806226,1572120,6,CurrentSolver.SSP
Obstacle-20x20-A13_T3-011.map,30.219550325535238,955482,1855464,13,CurrentSolver.SSP
Obstacle-20x20-A13_T3-126.map,12.408208332955837,777545,1512821,4,CurrentSolver.SSP
Obstacle-20x20-A13_T3-021.map,6.070821405388415,1603646,3111788,1,CurrentSolver.SSP
Obstacle-20x20-A13_T3-189.map,8.160681233741343,617088,1197480,2,CurrentSolver.SSP
Obstacle-20x20-A13_T3-030.map,20.511854532174766,1060047,2065839,5,CurrentSolver.SSP
Obstacle-20x20-A13_T3-027.map,24.946048863232136,866123,1686080,6,CurrentSolver.SSP
Obstacle-20x20-A13_T3-171.map,10.958796082995832,806445,1568061,3,CurrentSolver.SSP
